State,County,County Code,Year,Year Code,Deaths,Population,Crude Rate
VA,"Isle of Wight County, VA",51093,2019,2019,Suppressed,37109,Suppressed
VA,"Isle of Wight County, VA",51093,2020,2020,Suppressed,37725,Suppressed
VA,"Isle of Wight County, VA",51093,2021,2021,Suppressed,39278,Suppressed
VA,"James City County, VA",51095,2018,2018,Suppressed,76397,Suppressed
VA,"James City County, VA",51095,2019,2019,Suppressed,76523,Suppressed
VA,"James City County, VA",51095,2020,2020,19,77612,Unreliable
VA,"James City County, VA",51095,2021,2021,11,79882,Unreliable
VA,"King and Queen County, VA",51097,2018,2018,Suppressed,7042,Suppressed
VA,"King and Queen County, VA",51097,2019,2019,0,7025,Unreliable
VA,"King and Queen County, VA",51097,2020,2020,Suppressed,6942,Suppressed
VA,"King and Queen County, VA",51097,2021,2021,Suppressed,6662,Suppressed
VA,"King George County, VA",51099,2018,2018,11,26575,Unreliable
VA,"King George County, VA",51099,2019,2019,Suppressed,26836,Suppressed
VA,"King George County, VA",51099,2020,2020,Suppressed,27381,Suppressed
VA,"King George County, VA",51099,2021,2021,Suppressed,27489,Suppressed
VA,"King William County, VA",51101,2018,2018,Suppressed,16939,Suppressed
VA,"King William County, VA",51101,2019,2019,Suppressed,17148,Suppressed
VA,"King William County, VA",51101,2020,2020,Suppressed,17641,Suppressed
VA,"King William County, VA",51101,2021,2021,10,18171,Unreliable
VA,"Lancaster County, VA",51103,2018,2018,Suppressed,10783,Suppressed
VA,"Lancaster County, VA",51103,2019,2019,0,10603,Unreliable
VA,"Lancaster County, VA",51103,2020,2020,Suppressed,10618,Suppressed
VA,"Lancaster County, VA",51103,2021,2021,Suppressed,10928,Suppressed
VA,"Lee County, VA",51105,2018,2018,Suppressed,23541,Suppressed
VA,"Lee County, VA",51105,2019,2019,Suppressed,23423,Suppressed
VA,"Lee County, VA",51105,2020,2020,Suppressed,23238,Suppressed
VA,"Lee County, VA",51105,2021,2021,Suppressed,21983,Suppressed
VA,"Loudoun County, VA",51107,2018,2018,32,406850,7.9
VA,"Loudoun County, VA",51107,2019,2019,28,413538,6.8
VA,"Loudoun County, VA",51107,2020,2020,38,422784,9
VA,"Loudoun County, VA",51107,2021,2021,46,427592,10.8
VA,"Louisa County, VA",51109,2018,2018,Suppressed,36778,Suppressed
VA,"Louisa County, VA",51109,2019,2019,17,37591,Unreliable
VA,"Louisa County, VA",51109,2020,2020,Suppressed,38132,Suppressed
VA,"Louisa County, VA",51109,2021,2021,18,38848,Unreliable
VA,"Lunenburg County, VA",51111,2018,2018,Suppressed,12086,Suppressed
VA,"Lunenburg County, VA",51111,2019,2019,Suppressed,12196,Suppressed
VA,"Lunenburg County, VA",51111,2020,2020,Suppressed,12267,Suppressed
VA,"Lunenburg County, VA",51111,2021,2021,Suppressed,11926,Suppressed
VA,"Madison County, VA",51113,2018,2018,Suppressed,13295,Suppressed
VA,"Madison County, VA",51113,2019,2019,Suppressed,13261,Suppressed
VA,"Madison County, VA",51113,2020,2020,Suppressed,13312,Suppressed
VA,"Madison County, VA",51113,2021,2021,Suppressed,13942,Suppressed
VA,"Mathews County, VA",51115,2018,2018,Suppressed,8802,Suppressed
VA,"Mathews County, VA",51115,2019,2019,0,8834,Unreliable
VA,"Mathews County, VA",51115,2020,2020,Suppressed,8766,Suppressed
VA,"Mathews County, VA",51115,2021,2021,Suppressed,8546,Suppressed
VA,"Mecklenburg County, VA",51117,2018,2018,11,30650,Unreliable
VA,"Mecklenburg County, VA",51117,2019,2019,Suppressed,30587,Suppressed
VA,"Mecklenburg County, VA",51117,2020,2020,10,30679,Unreliable
VA,"Mecklenburg County, VA",51117,2021,2021,13,30248,Unreliable
VA,"Middlesex County, VA",51119,2018,2018,Suppressed,10769,Suppressed
VA,"Middlesex County, VA",51119,2019,2019,Suppressed,10582,Suppressed
VA,"Middlesex County, VA",51119,2020,2020,Suppressed,10569,Suppressed
VA,"Middlesex County, VA",51119,2021,2021,Suppressed,10781,Suppressed
VA,"Montgomery County, VA",51121,2018,2018,10,98985,Unreliable
VA,"Montgomery County, VA",51121,2019,2019,10,98535,Unreliable
VA,"Montgomery County, VA",51121,2020,2020,17,98391,Unreliable
VA,"Montgomery County, VA",51121,2021,2021,17,98473,Unreliable
VA,"Nelson County, VA",51125,2018,2018,Suppressed,14836,Suppressed
VA,"Nelson County, VA",51125,2019,2019,Suppressed,14930,Suppressed
VA,"Nelson County, VA",51125,2020,2020,Suppressed,14755,Suppressed
VA,"Nelson County, VA",51125,2021,2021,Suppressed,14790,Suppressed
VA,"New Kent County, VA",51127,2018,2018,Suppressed,22391,Suppressed
VA,"New Kent County, VA",51127,2019,2019,Suppressed,23091,Suppressed
VA,"New Kent County, VA",51127,2020,2020,Suppressed,23648,Suppressed
VA,"New Kent County, VA",51127,2021,2021,10,23897,Unreliable
VA,"Northampton County, VA",51131,2018,2018,Suppressed,11735,Suppressed
VA,"Northampton County, VA",51131,2019,2019,Suppressed,11710,Suppressed
VA,"Northampton County, VA",51131,2020,2020,Suppressed,11673,Suppressed
VA,"Northampton County, VA",51131,2021,2021,Suppressed,12085,Suppressed
VA,"Northumberland County, VA",51133,2018,2018,Suppressed,12147,Suppressed
VA,"Northumberland County, VA",51133,2019,2019,Suppressed,12095,Suppressed
VA,"Northumberland County, VA",51133,2020,2020,Suppressed,12069,Suppressed
VA,"Northumberland County, VA",51133,2021,2021,10,12029,Unreliable
VA,"Nottoway County, VA",51135,2018,2018,Suppressed,15420,Suppressed
VA,"Nottoway County, VA",51135,2019,2019,Suppressed,15232,Suppressed
VA,"Nottoway County, VA",51135,2020,2020,Suppressed,15160,Suppressed
VA,"Nottoway County, VA",51135,2021,2021,Suppressed,15594,Suppressed
VA,"Orange County, VA",51137,2018,2018,15,36644,Unreliable
VA,"Orange County, VA",51137,2019,2019,13,37051,Unreliable
VA,"Orange County, VA",51137,2020,2020,11,37695,Unreliable
VA,"Orange County, VA",51137,2021,2021,17,37188,Unreliable
VA,"Page County, VA",51139,2018,2018,Suppressed,23933,Suppressed
VA,"Page County, VA",51139,2019,2019,Suppressed,23902,Suppressed
VA,"Page County, VA",51139,2020,2020,Suppressed,23933,Suppressed
VA,"Page County, VA",51139,2021,2021,10,23807,Unreliable
VA,"Patrick County, VA",51141,2018,2018,Suppressed,17673,Suppressed
VA,"Patrick County, VA",51141,2019,2019,Suppressed,17608,Suppressed
VA,"Patrick County, VA",51141,2020,2020,12,17493,Unreliable
VA,"Patrick County, VA",51141,2021,2021,11,17602,Unreliable
VA,"Pittsylvania County, VA",51143,2018,2018,11,60949,Unreliable
VA,"Pittsylvania County, VA",51143,2019,2019,15,60354,Unreliable
VA,"Pittsylvania County, VA",51143,2020,2020,22,59850,36.8
VA,"Pittsylvania County, VA",51143,2021,2021,16,59972,Unreliable
VA,"Powhatan County, VA",51145,2018,2018,Suppressed,29189,Suppressed
VA,"Powhatan County, VA",51145,2019,2019,Suppressed,29652,Suppressed
VA,"Powhatan County, VA",51145,2020,2020,13,30148,Unreliable
VA,"Powhatan County, VA",51145,2021,2021,13,31136,Unreliable
VA,"Prince Edward County, VA",51147,2018,2018,Suppressed,22950,Suppressed
VA,"Prince Edward County, VA",51147,2019,2019,Suppressed,22802,Suppressed
VA,"Prince Edward County, VA",51147,2020,2020,Suppressed,23006,Suppressed
VA,"Prince Edward County, VA",51147,2021,2021,Suppressed,21932,Suppressed
VA,"Prince George County, VA",51149,2018,2018,Suppressed,38082,Suppressed
VA,"Prince George County, VA",51149,2019,2019,Suppressed,38353,Suppressed
VA,"Prince George County, VA",51149,2020,2020,Suppressed,38686,Suppressed
VA,"Prince George County, VA",51149,2021,2021,15,42880,Unreliable
VA,"Prince William County, VA",51153,2018,2018,63,468011,13.5
VA,"Prince William County, VA",51153,2019,2019,67,470335,14.2
VA,"Prince William County, VA",51153,2020,2020,111,475533,23.3
VA,"Prince William County, VA",51153,2021,2021,83,484472,17.1
VA,"Pulaski County, VA",51155,2018,2018,Suppressed,34066,Suppressed
VA,"Pulaski County, VA",51155,2019,2019,12,34027,Unreliable
VA,"Pulaski County, VA",51155,2020,2020,13,33935,Unreliable
VA,"Pulaski County, VA",51155,2021,2021,21,33759,62.2
VA,"Rappahannock County, VA",51157,2018,2018,0,7252,Unreliable
VA,"Rappahannock County, VA",51157,2019,2019,Suppressed,7370,Suppressed
VA,"Rappahannock County, VA",51157,2020,2020,Suppressed,7260,Suppressed
VA,"Rappahannock County, VA",51157,2021,2021,Suppressed,7407,Suppressed
VA,"Richmond County, VA",51159,2018,2018,Suppressed,9038,Suppressed
VA,"Richmond County, VA",51159,2019,2019,Suppressed,9023,Suppressed
VA,"Richmond County, VA",51159,2020,2020,Suppressed,9071,Suppressed
VA,"Richmond County, VA",51159,2021,2021,Suppressed,9017,Suppressed
VA,"Roanoke County, VA",51161,2018,2018,24,94073,25.5
VA,"Roanoke County, VA",51161,2019,2019,16,94186,Unreliable
VA,"Roanoke County, VA",51161,2020,2020,33,94509,34.9
VA,"Roanoke County, VA",51161,2021,2021,29,96589,30
VA,"Rockbridge County, VA",51163,2018,2018,Suppressed,22752,Suppressed
VA,"Rockbridge County, VA",51163,2019,2019,Suppressed,22573,Suppressed
VA,"Rockbridge County, VA",51163,2020,2020,Suppressed,22757,Suppressed
VA,"Rockbridge County, VA",51163,2021,2021,Suppressed,22641,Suppressed
VA,"Rockingham County, VA",51165,2018,2018,Suppressed,81244,Suppressed
VA,"Rockingham County, VA",51165,2019,2019,11,81948,Unreliable
VA,"Rockingham County, VA",51165,2020,2020,14,82346,Unreliable
VA,"Rockingham County, VA",51165,2021,2021,11,84394,Unreliable
VA,"Russell County, VA",51167,2018,2018,Suppressed,26748,Suppressed
VA,"Russell County, VA",51167,2019,2019,Suppressed,26586,Suppressed
VA,"Russell County, VA",51167,2020,2020,Suppressed,26647,Suppressed
VA,"Russell County, VA",51167,2021,2021,Suppressed,25550,Suppressed
VA,"Scott County, VA",51169,2018,2018,Suppressed,21534,Suppressed
VA,"Scott County, VA",51169,2019,2019,Suppressed,21566,Suppressed
VA,"Scott County, VA",51169,2020,2020,10,21629,Unreliable
VA,"Scott County, VA",51169,2021,2021,Suppressed,21419,Suppressed
VA,"Shenandoah County, VA",51171,2018,2018,Suppressed,43497,Suppressed
VA,"Shenandoah County, VA",51171,2019,2019,14,43616,Unreliable
VA,"Shenandoah County, VA",51171,2020,2020,Suppressed,43905,Suppressed
VA,"Shenandoah County, VA",51171,2021,2021,Suppressed,44752,Suppressed
VA,"Smyth County, VA",51173,2018,2018,Suppressed,30472,Suppressed
VA,"Smyth County, VA",51173,2019,2019,Suppressed,30104,Suppressed
VA,"Smyth County, VA",51173,2020,2020,10,30090,Unreliable
VA,"Smyth County, VA",51173,2021,2021,10,29477,Unreliable
VA,"Southampton County, VA",51175,2018,2018,Suppressed,17586,Suppressed
VA,"Southampton County, VA",51175,2019,2019,Suppressed,17631,Suppressed
VA,"Southampton County, VA",51175,2020,2020,Suppressed,17636,Suppressed
VA,"Southampton County, VA",51175,2021,2021,Suppressed,18006,Suppressed
VA,"Spotsylvania County, VA",51177,2018,2018,32,134238,23.8
VA,"Spotsylvania County, VA",51177,2019,2019,34,136215,25
VA,"Spotsylvania County, VA",51177,2020,2020,53,138449,38.3
VA,"Spotsylvania County, VA",51177,2021,2021,66,143676,45.9
VA,"Stafford County, VA",51179,2018,2018,26,149960,17.3
VA,"Stafford County, VA",51179,2019,2019,34,152882,22.2
VA,"Stafford County, VA",51179,2020,2020,38,156748,24.2
VA,"Stafford County, VA",51179,2021,2021,40,160877,24.9
VA,"Surry County, VA",51181,2018,2018,Suppressed,6474,Suppressed
VA,"Surry County, VA",51181,2019,2019,Suppressed,6422,Suppressed
VA,"Surry County, VA",51181,2020,2020,Suppressed,6385,Suppressed
VA,"Surry County, VA",51181,2021,2021,Suppressed,6530,Suppressed
VA,"Sussex County, VA",51183,2018,2018,Suppressed,11237,Suppressed
VA,"Sussex County, VA",51183,2019,2019,Suppressed,11159,Suppressed
VA,"Sussex County, VA",51183,2020,2020,Suppressed,10925,Suppressed
VA,"Sussex County, VA",51183,2021,2021,Suppressed,10763,Suppressed
VA,"Tazewell County, VA",51185,2018,2018,11,40855,Unreliable
VA,"Tazewell County, VA",51185,2019,2019,19,40595,Unreliable
VA,"Tazewell County, VA",51185,2020,2020,26,40529,64.2
VA,"Tazewell County, VA",51185,2021,2021,34,39925,85.2
VA,"Warren County, VA",51187,2018,2018,15,40003,Unreliable
VA,"Warren County, VA",51187,2019,2019,18,40164,Unreliable
VA,"Warren County, VA",51187,2020,2020,23,40475,56.8
VA,"Warren County, VA",51187,2021,2021,18,40925,Unreliable
VA,"Washington County, VA",51191,2018,2018,Suppressed,54402,Suppressed
VA,"Washington County, VA",51191,2019,2019,Suppressed,53740,Suppressed
VA,"Washington County, VA",51191,2020,2020,Suppressed,53695,Suppressed
VA,"Washington County, VA",51191,2021,2021,19,53635,Unreliable
VA,"Westmoreland County, VA",51193,2018,2018,Suppressed,17830,Suppressed
VA,"Westmoreland County, VA",51193,2019,2019,Suppressed,18015,Suppressed
VA,"Westmoreland County, VA",51193,2020,2020,Suppressed,18149,Suppressed
VA,"Westmoreland County, VA",51193,2021,2021,Suppressed,18731,Suppressed
VA,"Wise County, VA",51195,2018,2018,11,38012,Unreliable
VA,"Wise County, VA",51195,2019,2019,14,37383,Unreliable
VA,"Wise County, VA",51195,2020,2020,Suppressed,37206,Suppressed
VA,"Wise County, VA",51195,2021,2021,24,35647,67.3
VA,"Wythe County, VA",51197,2018,2018,Suppressed,28754,Suppressed
VA,"Wythe County, VA",51197,2019,2019,Suppressed,28684,Suppressed
VA,"Wythe County, VA",51197,2020,2020,Suppressed,28620,Suppressed
VA,"Wythe County, VA",51197,2021,2021,Suppressed,28178,Suppressed
VA,"York County, VA",51199,2018,2018,10,67846,Unreliable
VA,"York County, VA",51199,2019,2019,14,68280,Unreliable
VA,"York County, VA",51199,2020,2020,18,69199,Unreliable
VA,"York County, VA",51199,2021,2021,Suppressed,70915,Suppressed
VA,"Alexandria city, VA",51510,2018,2018,Suppressed,160530,Suppressed
VA,"Alexandria city, VA",51510,2019,2019,22,159428,13.8
VA,"Alexandria city, VA",51510,2020,2020,24,158726,15.1
VA,"Alexandria city, VA",51510,2021,2021,27,154706,17.5
VA,"Bristol city, VA",51520,2018,2018,Suppressed,16482,Suppressed
VA,"Bristol city, VA",51520,2019,2019,Suppressed,16762,Suppressed
VA,"Bristol city, VA",51520,2020,2020,Suppressed,17329,Suppressed
VA,"Bristol city, VA",51520,2021,2021,Suppressed,17054,Suppressed
VA,"Buena Vista city, VA",51530,2018,2018,Suppressed,6237,Suppressed
VA,"Buena Vista city, VA",51530,2019,2019,0,6478,Unreliable
VA,"Buena Vista city, VA",51530,2020,2020,Suppressed,6402,Suppressed
VA,"Buena Vista city, VA",51530,2021,2021,Suppressed,6601,Suppressed
VA,"Charlottesville city, VA",51540,2018,2018,Suppressed,48117,Suppressed
VA,"Charlottesville city, VA",51540,2019,2019,Suppressed,47266,Suppressed
VA,"Charlottesville city, VA",51540,2020,2020,Suppressed,46950,Suppressed
VA,"Charlottesville city, VA",51540,2021,2021,13,45672,Unreliable
VA,"Chesapeake city, VA",51550,2018,2018,44,242634,18.1
VA,"Chesapeake city, VA",51550,2019,2019,43,244835,17.6
VA,"Chesapeake city, VA",51550,2020,2020,65,247011,26.3
VA,"Chesapeake city, VA",51550,2021,2021,60,251269,23.9
VA,"Colonial Heights city, VA",51570,2018,2018,10,17833,Unreliable
VA,"Colonial Heights city, VA",51570,2019,2019,Suppressed,17370,Suppressed
VA,"Colonial Heights city, VA",51570,2020,2020,Suppressed,17205,Suppressed
VA,"Colonial Heights city, VA",51570,2021,2021,15,18273,Unreliable
VA,"Covington city, VA",51580,2018,2018,0,5460,Unreliable
VA,"Covington city, VA",51580,2019,2019,Suppressed,5538,Suppressed
VA,"Covington city, VA",51580,2020,2020,Suppressed,5639,Suppressed
VA,"Covington city, VA",51580,2021,2021,Suppressed,5717,Suppressed
VA,"Danville city, VA",51590,2018,2018,Suppressed,40693,Suppressed
VA,"Danville city, VA",51590,2019,2019,11,40044,Unreliable
VA,"Danville city, VA",51590,2020,2020,15,39869,Unreliable
VA,"Danville city, VA",51590,2021,2021,20,42215,47.4
VA,"Emporia city, VA",51595,2018,2018,Suppressed,5121,Suppressed
VA,"Emporia city, VA",51595,2019,2019,0,5346,Unreliable
VA,"Emporia city, VA",51595,2020,2020,Suppressed,5257,Suppressed
VA,"Emporia city, VA",51595,2021,2021,Suppressed,5667,Suppressed
VA,"Fairfax city, VA",51600,2018,2018,Suppressed,24574,Suppressed
VA,"Fairfax city, VA",51600,2019,2019,Suppressed,24019,Suppressed
VA,"Fairfax city, VA",51600,2020,2020,Suppressed,23429,Suppressed
VA,"Fairfax city, VA",51600,2021,2021,Suppressed,24276,Suppressed
VA,"Falls Church city, VA",51610,2018,2018,Suppressed,14772,Suppressed
VA,"Falls Church city, VA",51610,2019,2019,0,14617,Unreliable
VA,"Falls Church city, VA",51610,2020,2020,0,14631,Unreliable
VA,"Falls Church city, VA",51610,2021,2021,12,14493,Unreliable
VA,"Franklin city, VA",51620,2018,2018,Suppressed,8013,Suppressed
VA,"Franklin city, VA",51620,2019,2019,Suppressed,7967,Suppressed
VA,"Franklin city, VA",51620,2020,2020,Suppressed,7833,Suppressed
VA,"Franklin city, VA",51620,2021,2021,Suppressed,8217,Suppressed
VA,"Fredericksburg city, VA",51630,2018,2018,12,29144,Unreliable
VA,"Fredericksburg city, VA",51630,2019,2019,Suppressed,29036,Suppressed
VA,"Fredericksburg city, VA",51630,2020,2020,16,29492,Unreliable
VA,"Fredericksburg city, VA",51630,2021,2021,18,28367,Unreliable
VA,"Galax city, VA",51640,2018,2018,0,6423,Unreliable
VA,"Galax city, VA",51640,2019,2019,Suppressed,6347,Suppressed
VA,"Galax city, VA",51640,2020,2020,Suppressed,6296,Suppressed
VA,"Galax city, VA",51640,2021,2021,Suppressed,6660,Suppressed
VA,"Hampton city, VA",51650,2018,2018,30,134313,22.3
VA,"Hampton city, VA",51650,2019,2019,50,134510,37.2
VA,"Hampton city, VA",51650,2020,2020,49,135464,36.2
VA,"Hampton city, VA",51650,2021,2021,47,137746,34.1
VA,"Harrisonburg city, VA",51660,2018,2018,Suppressed,54033,Suppressed
VA,"Harrisonburg city, VA",51660,2019,2019,Suppressed,53016,Suppressed
VA,"Harrisonburg city, VA",51660,2020,2020,Suppressed,53204,Suppressed
VA,"Harrisonburg city, VA",51660,2021,2021,Suppressed,51430,Suppressed
VA,"Hopewell city, VA",51670,2018,2018,14,22596,Unreliable
VA,"Hopewell city, VA",51670,2019,2019,11,22529,Unreliable
VA,"Hopewell city, VA",51670,2020,2020,16,22375,Unreliable
VA,"Hopewell city, VA",51670,2021,2021,25,23140,108
VA,"Lexington city, VA",51678,2018,2018,Suppressed,7136,Suppressed
VA,"Lexington city, VA",51678,2019,2019,Suppressed,7446,Suppressed
VA,"Lexington city, VA",51678,2020,2020,0,7279,Unreliable
VA,"Lexington city, VA",51678,2021,2021,0,7456,Unreliable
VA,"Lynchburg city, VA",51680,2018,2018,14,82126,Unreliable
VA,"Lynchburg city, VA",51680,2019,2019,19,82168,Unreliable
VA,"Lynchburg city, VA",51680,2020,2020,18,81561,Unreliable
VA,"Lynchburg city, VA",51680,2021,2021,32,79009,40.5
VA,"Manassas city, VA",51683,2018,2018,Suppressed,41641,Suppressed
VA,"Manassas city, VA",51683,2019,2019,13,41085,Unreliable
VA,"Manassas city, VA",51683,2020,2020,12,40869,Unreliable
VA,"Manassas city, VA",51683,2021,2021,24,42708,56.2
VA,"Manassas Park city, VA",51685,2018,2018,0,17307,Unreliable
VA,"Manassas Park city, VA",51685,2019,2019,Suppressed,17478,Suppressed
VA,"Manassas Park city, VA",51685,2020,2020,Suppressed,18004,Suppressed
VA,"Manassas Park city, VA",51685,2021,2021,Suppressed,17002,Suppressed
VA,"Martinsville city, VA",51690,2018,2018,Suppressed,12902,Suppressed
VA,"Martinsville city, VA",51690,2019,2019,Suppressed,12554,Suppressed
VA,"Martinsville city, VA",51690,2020,2020,12,12355,Unreliable
VA,"Martinsville city, VA",51690,2021,2021,Suppressed,13517,Suppressed
VA,"Newport News city, VA",51700,2018,2018,46,178626,25.8
VA,"Newport News city, VA",51700,2019,2019,42,179225,23.4
VA,"Newport News city, VA",51700,2020,2020,69,179062,38.5
VA,"Newport News city, VA",51700,2021,2021,70,184587,37.9
VA,"Norfolk city, VA",51710,2018,2018,58,244076,23.8
VA,"Norfolk city, VA",51710,2019,2019,52,242742,21.4
VA,"Norfolk city, VA",51710,2020,2020,87,242803,35.8
VA,"Norfolk city, VA",51710,2021,2021,120,235089,51
VA,"Norton city, VA",51720,2018,2018,Suppressed,3968,Suppressed
VA,"Norton city, VA",51720,2019,2019,Suppressed,3981,Suppressed
VA,"Norton city, VA",51720,2020,2020,Suppressed,3985,Suppressed
VA,"Norton city, VA",51720,2021,2021,Suppressed,3666,Suppressed
VA,"Petersburg city, VA",51730,2018,2018,10,31567,Unreliable
VA,"Petersburg city, VA",51730,2019,2019,19,31346,Unreliable
VA,"Petersburg city, VA",51730,2020,2020,37,30446,121.5
VA,"Petersburg city, VA",51730,2021,2021,43,33429,128.6
VA,"Poquoson city, VA",51735,2018,2018,0,12190,Unreliable
VA,"Poquoson city, VA",51735,2019,2019,Suppressed,12271,Suppressed
VA,"Poquoson city, VA",51735,2020,2020,Suppressed,12257,Suppressed
VA,"Poquoson city, VA",51735,2021,2021,Suppressed,12574,Suppressed
VA,"Portsmouth city, VA",51740,2018,2018,29,94632,30.6
VA,"Portsmouth city, VA",51740,2019,2019,42,94398,44.5
VA,"Portsmouth city, VA",51740,2020,2020,54,95094,56.8
VA,"Portsmouth city, VA",51740,2021,2021,83,97840,84.8
VA,"Radford city, VA",51750,2018,2018,Suppressed,18339,Suppressed
VA,"Radford city, VA",51750,2019,2019,Suppressed,18249,Suppressed
VA,"Radford city, VA",51750,2020,2020,Suppressed,18255,Suppressed
VA,"Radford city, VA",51750,2021,2021,Suppressed,16499,Suppressed
VA,"Richmond city, VA",51760,2018,2018,83,228783,36.3
VA,"Richmond city, VA",51760,2019,2019,105,230436,45.6
VA,"Richmond city, VA",51760,2020,2020,146,232226,62.9
VA,"Richmond city, VA",51760,2021,2021,217,226604,95.8
VA,"Roanoke city, VA",51770,2018,2018,55,99920,55
VA,"Roanoke city, VA",51770,2019,2019,42,99143,42.4
VA,"Roanoke city, VA",51770,2020,2020,75,99058,75.7
VA,"Roanoke city, VA",51770,2021,2021,88,98865,89
VA,"Salem city, VA",51775,2018,2018,Suppressed,25643,Suppressed
VA,"Salem city, VA",51775,2019,2019,Suppressed,25301,Suppressed
VA,"Salem city, VA",51775,2020,2020,15,25340,Unreliable
VA,"Salem city, VA",51775,2021,2021,Suppressed,25373,Suppressed
VA,"Staunton city, VA",51790,2018,2018,Suppressed,24922,Suppressed
VA,"Staunton city, VA",51790,2019,2019,Suppressed,24932,Suppressed
VA,"Staunton city, VA",51790,2020,2020,Suppressed,25190,Suppressed
VA,"Staunton city, VA",51790,2021,2021,Suppressed,25661,Suppressed
VA,"Suffolk city, VA",51800,2018,2018,10,91185,Unreliable
VA,"Suffolk city, VA",51800,2019,2019,16,92108,Unreliable
VA,"Suffolk city, VA",51800,2020,2020,29,93913,30.9
VA,"Suffolk city, VA",51800,2021,2021,35,96194,36.4
VA,"Virginia Beach city, VA",51810,2018,2018,67,450189,14.9
VA,"Virginia Beach city, VA",51810,2019,2019,55,449974,12.2
VA,"Virginia Beach city, VA",51810,2020,2020,122,451231,27
VA,"Virginia Beach city, VA",51810,2021,2021,117,457672,25.6
VA,"Waynesboro city, VA",51820,2018,2018,Suppressed,22628,Suppressed
VA,"Waynesboro city, VA",51820,2019,2019,10,22630,Unreliable
VA,"Waynesboro city, VA",51820,2020,2020,Suppressed,22741,Suppressed
VA,"Waynesboro city, VA",51820,2021,2021,Suppressed,22550,Suppressed
VA,"Williamsburg city, VA",51830,2018,2018,Suppressed,14896,Suppressed
VA,"Williamsburg city, VA",51830,2019,2019,Suppressed,14954,Suppressed
VA,"Williamsburg city, VA",51830,2020,2020,Suppressed,15259,Suppressed
VA,"Williamsburg city, VA",51830,2021,2021,Suppressed,15590,Suppressed
VA,"Winchester city, VA",51840,2018,2018,Suppressed,28108,Suppressed
VA,"Winchester city, VA",51840,2019,2019,11,28078,Unreliable
VA,"Winchester city, VA",51840,2020,2020,17,27700,Unreliable
VA,"Winchester city, VA",51840,2021,2021,Suppressed,28136,Suppressed
MD,"Allegany County, MD",24001,2018,2018,35,70975,49.3
MD,"Allegany County, MD",24001,2019,2019,23,70416,32.7
MD,"Allegany County, MD",24001,2020,2020,52,70057,74.2
MD,"Allegany County, MD",24001,2021,2021,35,67729,51.7
MD,"Anne Arundel County, MD",24003,2018,2018,258,576031,44.8
MD,"Anne Arundel County, MD",24003,2019,2019,262,579234,45.2
MD,"Anne Arundel County, MD",24003,2020,2020,280,582777,48
MD,"Anne Arundel County, MD",24003,2021,2021,253,590336,42.9
MD,"Baltimore County, MD",24005,2018,2018,450,828431,54.3
MD,"Baltimore County, MD",24005,2019,2019,389,827370,47
MD,"Baltimore County, MD",24005,2020,2020,442,826017,53.5
MD,"Baltimore County, MD",24005,2021,2021,471,849316,55.5
MD,"Calvert County, MD",24009,2018,2018,40,92003,43.5
MD,"Calvert County, MD",24009,2019,2019,36,92525,38.9
MD,"Calvert County, MD",24009,2020,2020,33,93072,35.5
MD,"Calvert County, MD",24009,2021,2021,35,93928,37.3
MD,"Caroline County, MD",24011,2018,2018,12,33304,Unreliable
MD,"Caroline County, MD",24011,2019,2019,18,33406,Unreliable
MD,"Caroline County, MD",24011,2020,2020,22,33492,65.7
MD,"Caroline County, MD",24011,2021,2021,15,33386,Unreliable
MD,"Carroll County, MD",24013,2018,2018,79,168429,46.9
MD,"Carroll County, MD",24013,2019,2019,72,168447,42.7
MD,"Carroll County, MD",24013,2020,2020,60,169092,35.5
MD,"Carroll County, MD",24013,2021,2021,71,173873,40.8
MD,"Cecil County, MD",24015,2018,2018,65,102826,63.2
MD,"Cecil County, MD",24015,2019,2019,74,102855,71.9
MD,"Cecil County, MD",24015,2020,2020,99,103419,95.7
MD,"Cecil County, MD",24015,2021,2021,89,103905,85.7
MD,"Charles County, MD",24017,2018,2018,35,161503,21.7
MD,"Charles County, MD",24017,2019,2019,46,163257,28.2
MD,"Charles County, MD",24017,2020,2020,60,164436,36.5
MD,"Charles County, MD",24017,2021,2021,49,168698,29
MD,"Dorchester County, MD",24019,2018,2018,Suppressed,31998,Suppressed
MD,"Dorchester County, MD",24019,2019,2019,15,31929,Unreliable
MD,"Dorchester County, MD",24019,2020,2020,17,31853,Unreliable
MD,"Dorchester County, MD",24019,2021,2021,23,32489,70.8
MD,"Frederick County, MD",24021,2018,2018,85,255648,33.2
MD,"Frederick County, MD",24021,2019,2019,71,259547,27.4
MD,"Frederick County, MD",24021,2020,2020,80,265161,30.2
MD,"Frederick County, MD",24021,2021,2021,52,279835,18.6
MD,"Garrett County, MD",24023,2018,2018,Suppressed,29163,Suppressed
MD,"Garrett County, MD",24023,2019,2019,Suppressed,29014,Suppressed
MD,"Garrett County, MD",24023,2020,2020,10,28852,Unreliable
MD,"Garrett County, MD",24023,2021,2021,Suppressed,28702,Suppressed
MD,"Harford County, MD",24025,2018,2018,106,253956,41.7
MD,"Harford County, MD",24025,2019,2019,104,255441,40.7
MD,"Harford County, MD",24025,2020,2020,106,256805,41.3
MD,"Harford County, MD",24025,2021,2021,116,262977,44.1
MD,"Howard County, MD",24027,2018,2018,51,323196,15.8
